customerID,fecha_lote,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,BancoPago
RET-0468,2026-08-10,Female,0,No,No,54,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),18.25,985.5,Banco de Bogota
RET-0469,2026-08-10,Male,0,No,Yes,44,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,79.44,3495.36,Bancolombia
RET-0470,2026-08-10,Female,0,Yes,Yes,53,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,90.98,4821.94,BBVA
RET-0434,2026-08-10,Female,0,Yes,No,56,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,82.26,4354.56,Bancolombia
RET-0471,2026-08-17,Male,0,Yes,No,38,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.76,3486.88,BANCOLOMBIA
RET-0472,2026-08-17,Male,0,No,Yes,43,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,57.59,2476.37,Scotiabank
RET-0473,2026-08-17,Male,0,No,Yes,57,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),98.83,5633.31,Bancolombia S.A.
RET-0474,2026-08-17,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,108.34,5417.0,Scotiabank
RET-0475,2026-08-17,Male,0,Yes,Yes,69,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,115.48,7968.12,Davivienda
RET-0476,2026-08-17,Female,0,Yes,No,31,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,116.14,3600.34,Davivienda
RET-0477,2026-08-17,Female,0,Yes,Yes,54,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.05,4862.7,Bancolombia
RET-0478,2026-08-17,Male,1,Yes,No,44,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,87.7,,Davivienda
RET-0479,2026-08-17,Male,0,No,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,114.89,7008.29,Bancolombia S.A.
RET-0480,2026-08-17,Female,0,No,No,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),66.14,2182.62,Scotiabank
RET-0481,2026-08-17,Female,0,Yes,No,84,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,133.81,11240.04,
RET-0482,2026-08-17,Male,0,Yes,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,124.98,3124.5,BCO BOGOTA
RET-0483,2026-08-17,Male,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,56.0,952.0,Banco de Bogota
RET-0484,2026-08-17,Female,0,No,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),49.53,1535.43,Bancolombia
RET-0485,2026-08-17,Male,0,Yes,Yes,33,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,No,Mailed check,98.31,3244.23,Scotiabank
RET-0486,2026-08-17,Male,1,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.05,4178.4,Banco de Bogota
RET-0487,2026-08-17,Female,0,No,Yes,62,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,89.36,5540.32,Banco de Bogota
RET-0488,2026-08-17,Female,1,Yes,Yes,55,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,82.46,4535.3,Scotiabank
RET-0489,2026-08-17,Male,0,Yes,Yes,70,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,77.87,5450.9,Banco de Bogota
RET-0490,2026-08-17,Female,0,No,Yes,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.73,6343.8,Bancolombia
RET-0491,2026-08-17,Male,0,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,116.35,6981.0,Scotiabank
RET-0492,2026-08-17,Female,0,No,Yes,65,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),65.1,4231.5,BANCOLOMBIA
RET-0493,2026-08-17,Male,0,No,Yes,56,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),119.14,6671.84,BBVA
RET-0494,2026-08-17,Male,1,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,83.0,5561.0,Scotiabank
RET-0495,2026-08-17,Male,0,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,74.5,3948.5,Bancolombia
RET-0496,2026-08-17,Male,0,No,No,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),67.01,4020.6,BCO BOGOTA
RET-0497,2026-08-17,Male,0,Yes,Yes,41,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),109.51,4489.91,Scotiabank
RET-0498,2026-08-17,Male,1,Yes,No,52,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),104.52,5435.04,Banco de Bogota
RET-0499,2026-08-17,Female,1,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),77.2,4477.6,davivienda
RET-0500,2026-08-17,Male,0,Yes,Yes,41,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),78.35,3212.35,davivienda
RET-0501,2026-08-17,Male,1,No,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),95.06,6844.32,Bancolombia
RET-0502,2026-08-17,Female,0,Yes,Yes,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),113.44,6579.52,
RET-0503,2026-08-17,Male,0,No,Yes,48,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.18,4568.64,Bancolombia S.A.
RET-0504,2026-08-17,Male,0,No,Yes,61,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,89.28,5446.08,Bancolombia
RET-0505,2026-08-17,Male,1,No,No,74,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),112.91,8355.34,Scotiabank
RET-0506,2026-08-17,Male,1,Yes,Yes,60,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,No,Electronic check,103.05,6183.0,  BBVA 
RET-0507,2026-08-17,Female,0,Yes,Yes,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),92.34,2123.82,bancolombia
RET-0508,2026-08-17,Female,0,No, Yes ,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.06,3206.16,Bancolombia
RET-0509,2026-08-17,Female,0,No,Yes,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,91.53,3478.14,
RET-0510,2026-08-17,Female,1,No,Yes,53,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.5,4319.5,Bancolombia
RET-0511,2026-08-17,Female,0,No,No,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Credit card (automatic),86.67,3120.12,Scotiabank
RET-0512,2026-08-17,Male,1,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),84.72,4913.76,Davivienda
RET-0513,2026-08-17,Male,0,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),,4183.0,Davivienda
RET-0514,2026-08-17,Male,1,No,Yes,61,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.75,4376.75,BCO BOGOTA
RET-0515,2026-08-17,Female,1,Yes,Yes,69,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),72.5,5002.5,BBVA
RET-0516,2026-08-17,Female,0,Yes,Yes,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),48.33,2658.15,
RET-0517,2026-08-17,Male,0,No,Yes,42,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),111.25,4672.5,Davivienda
RET-0518,2026-08-17,Male,1,Yes,No,34,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,103.93,3533.62,BCO BOGOTA
RET-0519,2026-08-17,Female,0,Yes,No,66,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),84.17,5555.22,Davivienda
RET-0520,2026-08-17,Female,0,No,No,67,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,41.2,2760.4,Scotiabank
RET-0521,2026-08-17,Female,0,No,Yes,77,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,115.35,8881.95,Scotiabank
RET-0522,2026-08-17,Male,0,Yes,No,49,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),117.83,5773.67,Banco de Bogota
RET-0523,2026-08-17,Male,1,No,Yes,74,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,117.26,8677.24,BBVA
RET-0524,2026-08-17,Male,0,Yes,No,32,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.69,1590.08,Scotiabank
RET-0525,2026-08-17,Male,1,No,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.27,1094.45,Banco de Bogota
RET-0526,2026-08-17,Female,1,No,No,63,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,90.52,5702.76,  BBVA 
RET-0527,2026-08-17,Male,0,Yes,Yes,44,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),120.81,5315.64,bancolombia
RET-0528,2026-08-17,Male,1,Yes,No,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,71.65,4227.35,Banco de Bogota
RET-0529,2026-08-17,Male,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),98.94,3265.02,Bancolombia
RET-0530,2026-08-17,Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,113.71,7050.02,Banco de Bogota
RET-0531,2026-08-17,Male,0,No,No,41,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),69.44,2847.04,Davivienda
RET-0532,2026-08-17,Female,0,No,No,80,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Bank transfer (automatic),125.36,10028.8,  BBVA 
RET-0533,2026-08-17,Male,0,No,No,41,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,127.15,5213.15,Banco de Bogota
RET-0534,2026-08-17,Female,0,No,No,56,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,No,Mailed check,102.2,5723.2,Scotiabank
RET-0535,2026-08-17,Male,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,121.38,3520.02,Scotiabank
RET-0536,2026-08-17,Male,0,Yes,Yes,34,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),122.23,4155.82,Scotiabank
RET-0537,2026-08-17,Male,0,No,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.05,904.05,Davivienda
RET-0538,2026-08-17,Male,0,No,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,87.2,5580.8,
RET-0539,2026-08-17,Female,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),71.71,5163.12,BBVA
RET-0540,2026-08-17,Female,0,Yes,No,36,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),104.44,3759.84,BBVA
RET-0514,2026-08-17,Male,1,No,Yes,61,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,76.25,4376.75,BCO BOGOTA
RET-0541,2026-08-24,Male,0,No,No,75,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,66.95,5021.25,BBVA
RET-0542,2026-08-24,Female,0,Yes,No,52,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),79.64,4141.28,Scotiabank
RET-0543,2026-08-24,Female,0,Yes,Yes,46,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,sin dato,3560.4,Scotiabank
RET-0544,2026-08-24,Female,0,No,Yes,44,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),91.92,4044.48,BBVA
RET-0545,2026-08-24,Male,0,Yes,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,95.32,5528.56,Scotiabank
RET-0546,2026-08-24,Female,1,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),74.31,5201.7,BANCOLOMBIA
RET-0547,2026-08-24,Male,1,Yes,Yes,75,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),97.21,7290.75,Banco de Bogota
RET-0548,2026-08-24,Female,0,No,Yes,130,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),116.83,15187.9,Bancolombia
RET-0549,2026-08-24,Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),112.61,5855.72,Davivienda
RET-0550,2026-08-24,Male,1,No,No,75,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,77.93,5844.75,Banco de Bogota
RET-0551,2026-08-24,Female,0,Yes,No,59,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,89.26,5266.34,Banco de Bogota
RET-0552,2026-08-24,Female,0,Yes,No,68,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),139.27,9470.36,Bancolombia
RET-0553,2026-08-24,Male,0,No,Yes,46,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),,4923.38,BBVA
RET-0554,2026-08-24,Female,0,Yes,No,52,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),102.39,5324.28,Scotiabank
RET-0555,2026-08-24,Male,0,No,Yes,70,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,121.94,8535.8,Bancolombia
RET-0556,2026-08-24,Female,0,Yes,No,78,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,103.55,8076.9,Bancolombia
RET-0557,2026-08-24,Male,0, Yes ,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),72.95,4231.1,  BBVA 
RET-0558,2026-08-24,Female,0,Yes,Yes,56,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,122.75,6874.0,
RET-0559,2026-08-24,Female,0,Yes,Yes,68,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.84,6857.12,BCO BOGOTA
RET-0560,2026-08-24,Female,0,No,Yes,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),75.49,4453.91,BBVA
RET-0561,2026-08-24,Male,1,Yes,Yes,76,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,PSE,108.0,8208.0,davivienda
RET-0562,2026-08-24,Female,1,No,No,81,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,PSE,75.03,6077.43,Bancolombia
RET-0563,2026-08-24,Male,0,Yes,No,74,No,No phone service,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.15,6449.1,Scotiabank
RET-0564,2026-08-24,Female,0,No,No,80,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),94.09,7527.2,Banco de Bogota
RET-0565,2026-08-24,Male,0,Yes,No,30,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),84.89,2546.7,Banco de Bogota
RET-0566,2026-08-24,Female,0,No, No ,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,88.89,5333.4,Davivienda
RET-0567,2026-08-24,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,95.84,4600.32,BCO BOGOTA
RET-0568,2026-08-24,Female,0,Yes,Yes,76,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),54.32,4128.32,Davivienda
RET-0569,2026-08-24,Male,0,No,No,69,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,107.6,7424.4,BBVA
RET-0570,2026-08-24,Male,0,No,No,74,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,59.72,4419.28,Bancolombia
RET-0571,2026-08-24,Female,0,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,88.39,4331.11,Banco de Bogota
RET-0572,2026-08-24,Female,1,Yes,Yes,63,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,110.86,6984.18,BBVA
RET-0573,2026-08-24,Male,0,No,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,108.4,6178.8,Davivienda
RET-0574,2026-08-24,Male,0,No,Yes,69,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),73.53,5073.57,davivienda
RET-0575,2026-08-24,Male,0,No,No,110,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,79.12,8703.2,Bancolombia
RET-0576,2026-08-24,Female,0,Yes,Yes,82,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,129.77,10641.14,Bancolombia
RET-0577,2026-08-24,Female,0,No,No,46,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,52.55,2417.3,Bancolombia
RET-0578,2026-08-24,Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),74.35,4684.05,  BBVA 
RET-0579,2026-08-24,Male,0,No,Yes,73,No,No phone service,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),100.75,7354.75,Scotiabank
RET-0580,2026-08-24,Female,0,Yes,Yes,75,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),111.04,8328.0,BBVA
RET-0581,2026-08-24,Female,0,Yes,Yes,22,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,111.89,2461.58,BBVA
RET-0582,2026-08-24,Male,0,No,Yes,53,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Corporate billing,126.72,6716.16,Scotiabank
RET-0583,2026-08-24,Male,0,No,No,57,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,78.3,4463.1,Banco de Bogota
RET-0584,2026-08-24,Male,0,No,No,61,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,PSE,111.36,6792.96,Davivienda
RET-0585,2026-08-24,Male,0,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),50.77,2589.27,Banco de Bogota
RET-0586,2026-08-24,Female,0,No,Yes,77,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,71.55,5509.35,Bancolombia
RET-0587,2026-08-24,Female,1,No,No,55,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,116.43,6403.65,BANCOLOMBIA
RET-0588,2026-08-24,Female,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),103.83,5191.5,Banco de Bogota
RET-0589,2026-08-24,Female,0,Yes,Yes,37,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),104.57,3869.09,007
RET-0590,2026-08-24,Female,0,No,No,60,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),72.52,4351.2,Banco de Bogota
RET-0591,2026-08-24,Female,0,Yes,Yes,77,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),62.67,4825.59,Scotiabank
RET-0592,2026-08-24,Male,1,Yes,Yes,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),126.15,6181.35,BBVA
RET-0593,2026-08-24,Male,0,No,Yes,56,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Corporate billing,126.88,7105.28,Scotiabank
RET-0594,2026-08-24,Female,0,No,No,52,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,104.21,5418.92,BBVA
RET-0595,2026-08-24,Male,0,Yes,Yes,60,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,113.0,6780.0,BBVA
RET-0596,2026-08-24,Male,0,No,Yes,61,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),127.84,7798.24,Davivienda
RET-0597,2026-08-24,Male,1,No,No,51,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,125.63,6407.13,Banco de Bogota
RET-0598,2026-08-24,Female,0,Yes,Yes,81,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),52.46,4249.26,Scotiabank
RET-0599,2026-08-24,Male,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,53.65,3272.65,Bancolombia
RET-0600,2026-08-24,Male,0,Yes,Yes,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (manual),71.74,4663.1,Bancolombia
RET-0601,2026-08-24,Female,1,Yes,Yes,62,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,114.58,7103.96,BBVA
RET-0602,2026-08-24,Male,0,Yes,No,62,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,88.22,5469.64,BBVA
RET-0603,2026-08-24,Female,1,No,No,80,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.07,8725.6,Scotiabank
RET-0604,2026-08-24,Female,1,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,105.25,5473.0,Banco de Bogota
RET-0605,2026-08-24,Male,1,Yes,Yes,34,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,114.24,3884.16,Scotiabank
RET-0606,2026-08-24,Male,0,No,Yes,65,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Credit card (automatic),78.29,5088.85,Banco de Bogota
RET-0607,2026-08-24,Female,0,No,Yes,132,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,No,Digital wallet,122.81,16210.92,Davivienda
RET-0608,2026-08-24,Male,1,No,No,105,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),129.72,13620.6,
RET-0609,2026-08-24,Female,0,No,Yes,83,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Digital wallet,54.96,4561.68,Banco de Bogota
RET-0610,2026-08-24,Male,1,Yes,Yes,29,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,No,Electronic check,77.48,2246.92,Scotiabank
RET-0611,2026-08-24,Male,0,No,Yes,57,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),105.32,6003.24,Davivienda
RET-0612,2026-08-24,Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,84.16,2777.28,BCO BOGOTA
RET-0613,2026-08-24,Male,0,No,Yes,117,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),113.55,13285.35,Banco de Bogota
RET-0614,2026-08-24,Male,0,No,No,37,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,PayPal,99.29,3673.73,Scotiabank
RET-0615,2026-08-24,Female,1,No,Yes,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,64.73,3689.61,Banco de Bogota
RET-0616,2026-08-24,Female,0,Yes,Yes,52,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,99.92,5195.84,Banco de Bogota
RET-0617,2026-08-24,Female,0,Yes,No,52,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,86.15,4479.8,
